year,name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2023,"Williams, Trevor",592866,Nationals,WSH,R,81.7,407,2622,16.18518519,0.155225019,SL,Slider,37.8,-39.1,-1.3,-3,5.6,8.4,-2.8,-33,0.316770186,0.214285714
2023,"Cruz, Fernando",518585,Reds,CIN,R,81.4,401,1120,6.913580247,0.358035714,FS,Splitter,37.8,-37,0.9,2,4.8,-8.1,-3.3,-40,0.782608696,0.152173913
2023,"Allen, Logan",671106,Guardians,CLE,L,82.7,453,2134,13.17283951,0.212277413,CH,Changeup,37.8,-35.7,2.1,6,2.3,-14,-11.7,-83,0.773381295,0
2023,"Stroman, Marcus",573186,Cubs,CHC,R,84.6,486,2203,13.59876543,0.220608261,SV,Slurve,37.7,-39,-1.2,-3,13.3,13.4,0,0,0,0.333333333
2023,"Robertson, David",502085,Marlins,MIA,R,85,212,1068,6.592592593,0.198501873,SL,Slider,37.7,-36.3,1.5,4,7.8,5.3,2.5,48,0.708074534,0.795031056
2023,"Senga, Kodai",673540,Mets,NYM,R,83.2,664,2795,17.25308642,0.237567084,FO,Forkball,37.7,-38.4,0.6,-2,7.2,-7.3,0.1,-1,0,0
2023,"Peterson, David",656849,Mets,NYM,L,85.3,386,1966,12.13580247,0.196337742,SL,Slider,37.7,-36.1,1.6,4,2.4,4.8,-2.4,-50,0.714285714,0.239130435
2023,"Germán, Domingo",593334,Yankees,NYY,R,82.9,676,1653,10.2037037,0.408953418,CUKC,Curveball,37.7,-48.2,-10.5,-22,0.7,8.5,-7.8,-92,0.00896861,0.00896861
2023,"Winans, Allan",642216,Braves,ATL,R,82.9,148,534,3.296296296,0.277153558,CH,Changeup,37.6,-34,3.6,11,14.7,-13.9,0.9,6,0.892086331,0.607913669
2023,"Boyd, Matthew",571510,Tigers,DET,L,80.2,220,1178,7.271604938,0.186757216,CH,Changeup,37.6,-37.3,0.3,1,13.8,-14.1,-0.3,-2,0.539568345,0.370503597
2023,"Jameson, Drey",686753,D-backs,AZ,R,85.4,176,674,4.160493827,0.261127596,SL,Slider,37.6,-36.1,1.6,4,8.8,5.3,3.5,65,0.714285714,0.829192547
2023,"Law, Derek",571882,Reds,CIN,R,86.5,165,959,5.919753086,0.172054223,SL,Slider,37.6,-34.6,2.9,8,3.5,4.3,-0.8,-19,0.835403727,0.419254658
2023,"Singer, Brady",663903,Royals,KC,R,84,1097,2612,16.12345679,0.419984686,SL,Slider,37.6,-37.3,0.3,1,3.4,6.3,-2.8,-45,0.565217391,0.214285714
2023,"Grove, Michael",675627,Dodgers,LAD,R,85.5,432,1146,7.074074074,0.376963351,SL,Slider,37.6,-35.8,1.8,5,3.3,4.8,-1.4,-30,0.736024845,0.322981366
2023,"Bieber, Shane",669456,Guardians,CLE,R,84.6,403,1954,12.0617284,0.206243603,SL,Slider,37.6,-36.9,0.7,2,3.1,5.4,-2.3,-42,0.618012422,0.254658385
2023,"Lorenzen, Michael",547179,Phillies,PHI,R,85.2,549,2367,14.61111111,0.231939163,SL,Slider,37.6,-36.4,1.2,3,2.5,5.4,-2.9,-54,0.667701863,0.198757764
2023,"Erceg, Lucas",668674,Athletics,OAK,R,86.3,163,1053,6.5,0.154795821,SL,Slider,37.6,-35,2.6,7,0.6,4.6,-4,-88,0.810559006,0.083850932
2023,"Gonzales, Marco",594835,Mariners,SEA,L,79.9,245,811,5.00617284,0.302096178,CH,Changeup,37.5,-37.8,-0.2,-1,17.6,-14.2,3.4,24,0.474820144,0.971223022
2023,"Yates, Kirby",489446,Braves,ATL,R,86.1,471,1058,6.530864198,0.445179584,FS,Splitter,37.5,-34.5,3,9,12.5,-12.5,0,0,0.934782609,0.586956522
2023,"Kirby, George",669923,Mariners,SEA,R,84.8,172,2825,17.4382716,0.060884956,FS,Splitter,37.5,-34,3.5,10,10.3,-11.4,-1.1,-10,0.956521739,0.413043478
2023,"Stone, Gavin",694813,Dodgers,LAD,R,85.8,34,547,3.37654321,0.062157221,SL,Slider,37.5,-35.6,1.9,5,6.8,4.9,1.9,38,0.751552795,0.732919255
2023,"Carrasco, Carlos",471911,Mets,NYM,R,84.2,283,1587,9.796296296,0.178323882,SL,Slider,37.5,-37.4,0.2,0,3.6,5.8,-2.1,-37,0.549689441,0.273291925
2023,"Medina, Luis",665622,Athletics,OAK,R,85.3,462,1945,12.00617284,0.237532134,SL,Slider,37.5,-36.2,1.3,4,3.1,5,-2,-39,0.677018634,0.288819876
2023,"Ramirez, Nick",598286,Yankees,NYY,L,79.1,184,658,4.061728395,0.279635258,CH,Changeup,37.4,-35.8,1.6,4,16,-12.7,3.3,26,0.726618705,0.960431655
2023,"Shreve, Chasen",592741,Reds,CIN,L,82,306,753,4.648148148,0.406374502,FS,Splitter,37.4,-36.8,0.6,2,10.3,-10.3,0,0,0.717391304,0.586956522
2023,"Moran, Jovani",663558,Twins,MIN,L,81.8,54,750,4.62962963,0.072,SL,Slider,37.4,-40,-2.6,-7,8.7,8.1,0.6,7,0.189440994,0.614906832
2023,"Velasquez, Vince",592826,Pirates,PIT,R,83.2,290,650,4.012345679,0.446153846,SL,Slider,37.4,-38.5,-1.1,-3,7.9,6.8,1.1,16,0.354037267,0.670807453
2023,"Peralta, Freddy",642547,Brewers,MIL,R,82.4,617,2839,17.52469136,0.217330046,SL,Slider,37.4,-38.3,-0.9,-2,7.4,8.3,-0.8,-10,0.378881988,0.419254658
2023,"Flaherty, Jack",656427,Orioles,BAL,R,84.2,647,2634,16.25925926,0.245634017,SL,Slider,37.4,-37.1,0.3,1,7.2,6.1,1.1,18,0.565217391,0.670807453
2023,"Bickford, Phil",641360,Mets,NYM,R,83.9,331,1229,7.586419753,0.269324654,SL,Slider,37.4,-37.3,0.1,0,6.5,6.9,-0.3,-5,0.534161491,0.51242236
2023,"Topa, Justin",623437,Mariners,SEA,R,82.8,314,1046,6.456790123,0.300191205,SL,Slider,37.3,-39.2,-1.9,-5,14,8,6,76,0.257763975,0.944099379
2023,"Crawford, Kutter",676710,Red Sox,BOS,R,82.2,140,2099,12.95679012,0.066698428,ST,Sweeper,37.3,-39.9,-2.6,-7,12.4,14.3,-1.9,-14,0.173913043,0.27173913
2023,"Ferguson, Caleb",657571,Dodgers,LAD,L,86.6,327,1065,6.574074074,0.307042254,FC,Cutter,37.3,-29.8,-7.5,-25,5.3,2.9,2.3,79,0.012345679,0.907407407
2023,"Kaprielian, James",621076,Athletics,OAK,R,83.3,85,1091,6.734567901,0.077910174,CH,Changeup,37.2,-32.7,4.5,14,10.8,-13.9,-3.1,-22,0.938848921,0.075539568
2023,"Shreve, Chasen",592741,Reds,CIN,L,83.1,158,753,4.648148148,0.209827357,ST,Sweeper,37.2,-38.8,-1.6,-4,5,14,-9,-65,0.293478261,0
2023,"Ortiz, Luis L.",682847,Pirates,PIT,R,85.8,477,1462,9.024691358,0.32626539,SL,Slider,37.2,-35.5,1.7,5,4.7,5.1,-0.4,-7,0.726708075,0.5
2023,"Hoffman, Jeff",656546,Phillies,PHI,R,87.8,416,869,5.364197531,0.478711162,SL,Slider,37.2,-33.2,4,12,4.7,4.2,0.5,12,0.891304348,0.602484472
2023,"Kuhl, Chad",641771,Nationals,WSH,R,85.5,335,770,4.75308642,0.435064935,SL,Slider,37.2,-35.9,1.3,4,4.5,5,-0.5,-10,0.677018634,0.48757764
2023,"Scherzer, Max",453286,Rangers,TEX,R,84,414,2465,15.21604938,0.167951318,SL,Slider,37.2,-37.7,-0.4,-1,3.4,6.4,-3,-47,0.468944099,0.189440994
2023,"Rodriguez, Eduardo",593958,Tigers,DET,L,84.5,169,2446,15.09876543,0.069092396,SL,Slider,37.2,-37.1,0,0,2.2,5.5,-3.3,-60,0.51863354,0.155279503
2023,"Kluber, Corey",446372,Red Sox,BOS,R,82.1,156,990,6.111111111,0.157575758,CH,Changeup,37.1,-36.9,0.2,1,14.5,-14.1,0.4,3,0.525179856,0.521582734
2023,"Raley, Brooks",548384,Mets,NYM,L,84.8,148,982,6.061728395,0.150712831,CH,Changeup,37,-31.6,5.4,17,17.1,-14.4,2.7,19,0.971223022,0.899280576
2023,"Banks, Tanner",621383,White Sox,CWS,L,81,155,1007,6.216049383,0.153922542,CUKC,Curveball,37,-51.5,-14.5,-28,13,7.7,5.3,69,0,0.937219731
2023,"Martinez, Nick",607259,Padres,SD,R,80.7,504,1751,10.80864198,0.287835523,CH,Changeup,37,-33.8,3.2,9,12.5,-13,-0.5,-3,0.863309353,0.323741007
2023,"Castro, Miguel",612434,D-backs,AZ,R,83.8,420,1008,6.222222222,0.416666667,SL,Slider,37,-37.7,-0.7,-2,10.5,7,3.5,50,0.419254658,0.829192547
2023,"Long, Sam",669674,Athletics,OAK,L,84.8,96,776,4.790123457,0.12371134,SL,Slider,37,-36.7,0.3,1,0.9,5.3,-4.4,-82,0.565217391,0.071428571
2023,"Richards, Trevor",670950,Blue Jays,TOR,R,82.5,765,1352,8.345679012,0.565828402,CH,Changeup,36.9,-32.3,4.6,14,15.5,-13.5,2,14,0.946043165,0.823741007
2023,"Winder, Josh",680739,Twins,MIN,R,85.1,190,559,3.450617284,0.339892665,SL,Slider,36.9,-36.4,0.4,1,1.9,5.1,-3.2,-62,0.580745342,0.164596273
2023,"Castillo, Luis",622491,Mariners,SEA,R,85.7,709,3207,19.7962963,0.22107889,SL,Slider,36.9,-35.5,1.4,4,1.1,4.5,-3.3,-75,0.689440994,0.155279503
2023,"Martinez, Seth",661527,Astros,HOU,R,86.2,123,764,4.716049383,0.160994764,CH,Changeup,36.8,-36.2,0.6,2,15.4,-13.9,1.5,10,0.571942446,0.737410072
2023,"Garrett, Braxton",666129,Marlins,MIA,L,84.1,219,2479,15.30246914,0.088342073,CH,Changeup,36.8,-31.9,4.9,15,14.4,-13.9,0.4,3,0.95323741,0.521582734
2023,"Henry, Tommy",674072,D-backs,AZ,L,84,268,1391,8.586419753,0.192667146,CH,Changeup,36.8,-33.4,3.5,10,13.6,-14.1,-0.5,-4,0.888489209,0.323741007
2023,"Sandlin, Nick",680704,Guardians,CLE,R,79.1,500,1008,6.222222222,0.496031746,SL,Slider,36.8,-38.5,-1.8,-5,9.9,11.6,-1.7,-15,0.263975155,0.301242236
2023,"Ramírez, Erasmo",541640,Rays,TB,R,81.4,53,962,5.938271605,0.055093555,SL,Slider,36.8,-40,-3.2,-8,3.4,8.6,-5.2,-60,0.145962733,0.043478261
2023,"Morton, Charlie",450203,Braves,ATL,R,86,292,2842,17.54320988,0.102744546,CH,Changeup,36.7,-32.5,4.3,13,17.2,-14.7,2.6,18,0.924460432,0.888489209
2023,"Rodriguez, Grayson",680570,Orioles,BAL,R,82.3,297,2104,12.98765432,0.141159696,SL,Slider,36.7,-39.3,-2.6,-7,11.4,6.8,4.6,67,0.189440994,0.878881988
2023,"Farmer, Buck",571656,Reds,CIN,R,83.1,414,1222,7.543209877,0.338788871,SL,Slider,36.7,-38.8,-2.1,-5,8.3,7.1,1.2,17,0.232919255,0.680124224
2023,"Cordero, Jimmy",622772,Yankees,NYY,R,86.8,143,512,3.160493827,0.279296875,SL,Slider,36.7,-34.4,2.3,7,7.2,4,3.2,79,0.782608696,0.822981366
2023,"Williams, Gavin",668909,Guardians,CLE,R,84.9,306,1386,8.555555556,0.220779221,SL,Slider,36.7,-36.5,0.2,0,3.7,5.1,-1.4,-27,0.549689441,0.322981366
2023,"Manaea, Sean",640455,Giants,SF,L,83.9,305,2052,12.66666667,0.148635478,SL,Slider,36.7,-37.6,-0.9,-2,2.1,6,-4,-66,0.378881988,0.083850932
2023,"Wheeler, Zack",554430,Phillies,PHI,R,84.4,384,3155,19.47530864,0.121711569,ST,Sweeper,36.6,-36.5,0.1,0,13.6,13,0.6,5,0.52173913,0.673913043
2023,"Senga, Kodai",673540,Mets,NYM,R,84.6,164,2795,17.25308642,0.058676208,SL,Slider,36.6,-36.9,-0.3,-1,1.6,5.5,-3.8,-70,0.48136646,0.111801242
2023,"Honeywell, Brent",641703,White Sox,CWS,R,81.5,168,943,5.820987654,0.178154825,ST,Sweeper,36.5,-40.7,-4.1,-10,12.2,14.5,-2.2,-16,0.086956522,0.173913043
2023,"Ryan, Joe",657746,Twins,MIN,R,83.9,731,2683,16.5617284,0.272456206,FS,Splitter,36.5,-36,0.5,1,12.1,-12,0.1,1,0.695652174,0.652173913
2023,"Faucher, Calvin",676534,Rays,TB,R,87.2,152,514,3.172839506,0.295719844,ST,Sweeper,36.5,-36.7,-0.2,0,10.7,11.1,-0.5,-4,0.456521739,0.456521739
2023,"Suter, Brent",608718,Rockies,COL,L,76.2,319,1129,6.969135802,0.28255093,CH,Changeup,36.5,-35.9,0.6,2,8.5,-10.1,-1.6,-16,0.571942446,0.212230216
2023,"Wells, Tyler",669330,Orioles,BAL,R,84,312,1903,11.74691358,0.163951655,SL,Slider,36.5,-37.5,-1.1,-3,5.9,3.7,2.2,60,0.354037267,0.770186335
2023,"Clevinger, Mike",605182,White Sox,CWS,R,85,171,2100,12.96296296,0.081428571,FC,Cutter,36.5,-31.6,-4.9,-15,4.5,3.4,1.2,35,0.055555556,0.728395062
2023,"Hill, Tim",657612,Padres,SD,L,83.3,38,716,4.419753086,0.053072626,SL,Slider,36.5,-36.5,0.1,0,3.7,2.2,-5.9,-268,0.534161491,0.01863354
2023,"Lambert, Jimmy",669424,White Sox,CWS,R,85.6,206,677,4.179012346,0.304283604,SL,Slider,36.5,-35.8,0.6,2,2.4,4.9,-2.6,-52,0.602484472,0.226708075
2023,"Dodd, Dylan",689266,Braves,ATL,L,81.8,162,568,3.50617284,0.285211268,SL,Slider,36.5,-40.2,-3.7,-9,1.6,7.4,-5.8,-78,0.108695652,0.02484472
2023,"Whitlock, Garrett",676477,Red Sox,BOS,R,82.7,286,1195,7.37654321,0.239330544,CH,Changeup,36.4,-33.9,2.5,7,17,-15,1.9,13,0.802158273,0.816546763
2023,"Littell, Zack",641793,Rays,TB,R,84.3,254,1330,8.209876543,0.190977444,FS,Splitter,36.4,-35.5,0.8,2,8.8,-10,-1.2,-12,0.760869565,0.391304348
2023,"Hudson, Dakota",641712,Cardinals,STL,R,85.1,423,1317,8.12962963,0.32118451,SL,Slider,36.4,-36.5,-0.1,0,1.3,4.8,-3.5,-73,0.51242236,0.139751553
2023,"Teheran, Julio",527054,Brewers,MIL,R,83.4,127,1080,6.666666667,0.117592593,CH,Changeup,36.3,-36.4,-0.1,0,16.2,-14.5,1.7,12,0.492805755,0.787769784
2023,"Williams, Trevor",592866,Nationals,WSH,R,83.3,447,2622,16.18518519,0.170480549,CH,Changeup,36.3,-36.2,0.1,0,14.4,-14.7,-0.3,-2,0.514388489,0.370503597
2023,"Rogers, Tyler",643511,Giants,SF,R,72.9,507,1124,6.938271605,0.451067616,SL,Slider,36.3,-36.2,0.1,0,10.2,10.2,0,0,0.534161491,0.549689441
2023,"Luzardo, Jesús",666200,Marlins,MIA,L,85.1,863,2988,18.44444444,0.288821954,SL,Slider,36.3,-36.4,-0.2,0,0.1,5.7,-5.9,-102,0.49068323,0.01863354
2023,"Floro, Dylan",571670,Twins,MIN,R,85.6,114,961,5.932098765,0.118626431,CH,Changeup,36.2,-31.1,5.1,16,16.5,-14.1,2.3,16,0.964028777,0.852517986
2023,"Hicks, Jordan",663855,Blue Jays,TOR,R,86.8,218,1114,6.87654321,0.195691203,ST,Sweeper,36.2,-36.3,-0.1,0,12.4,12.1,0.3,2,0.489130435,0.630434783
2023,"Sears, JP",676664,Athletics,OAK,L,81.1,640,2867,17.69753086,0.223229857,ST,Sweeper,36.2,-37.9,-1.7,-5,9.9,13.2,-3.3,-25,0.282608696,0.108695652
2023,"Smith, Drew",622098,Mets,NYM,R,84.3,226,1082,6.679012346,0.208872458,SL,Slider,36.2,-37.4,-1.2,-3,8.3,6.1,2.1,35,0.341614907,0.763975155
2023,"Zerpa, Angel",672582,Royals,KC,L,86.2,169,707,4.364197531,0.23903819,SL,Slider,36.2,-34.8,1.4,4,5.3,4.4,0.9,21,0.689440994,0.642857143
2023,"Nelson, Ryne",669194,D-backs,AZ,R,85.5,339,2355,14.53703704,0.143949045,FC,Cutter,36.2,-31,-5.2,-17,4.5,3.3,1.2,37,0.037037037,0.728395062
2023,"Floro, Dylan",571670,Twins,MIN,R,84.1,213,961,5.932098765,0.221644121,SL,Slider,36.2,-37.6,-1.3,-4,1.6,5.6,-4,-71,0.316770186,0.083850932
2023,"Scherzer, Max",453286,Rangers,TEX,R,83.8,347,2465,15.21604938,0.140770791,CH,Changeup,36.1,-34.1,2,6,14.4,-14.1,0.4,3,0.76618705,0.521582734
2023,"Rodriguez, Grayson",680570,Orioles,BAL,R,83.9,471,2104,12.98765432,0.223859316,CH,Changeup,36.1,-33.1,3,9,12.4,-14.6,-2.2,-15,0.838129496,0.136690647
2023,"Diekman, Jake",518617,Rays,TB,L,83.7,178,996,6.148148148,0.178714859,ST,Sweeper,36.1,-38.2,-2.1,-6,12.4,13.7,-1.3,-9,0.217391304,0.347826087
2023,"Curry, Xzavion",675540,Guardians,CLE,R,85.1,539,1495,9.228395062,0.360535117,SL,Slider,36.1,-36.5,-0.4,-1,5.9,5.3,0.5,10,0.468944099,0.602484472
2023,"Nelson, Kyle",669459,D-backs,AZ,L,85.4,520,878,5.419753086,0.592255125,SL,Slider,36.1,-36.1,0,0,5.1,5.2,0,0,0.51863354,0.549689441
2023,"Harvey, Hunter",640451,Nationals,WSH,R,86.6,134,963,5.944444444,0.139148494,SL,Slider,36.1,-34.7,1.5,4,2.6,4.6,-2,-44,0.708074534,0.288819876
2023,"Gallegos, Giovanny",606149,Cardinals,STL,R,85,403,883,5.450617284,0.456398641,SL,Slider,36.1,-36.4,-0.3,-1,0.3,3.8,-3.5,-93,0.48136646,0.139751553
2023,"Milner, Hoby",571948,Brewers,MIL,L,88.2,303,1027,6.339506173,0.29503408,SIFT,Sinker,36,-34.2,1.8,5,18.5,-17.1,1.4,8,0.751824818,0.766423358
2023,"Chavez, Jesse",445926,Braves,ATL,R,84.8,78,581,3.586419753,0.134251291,CH,Changeup,36,-34.5,1.5,4,15.9,-14.6,1.3,9,0.708633094,0.694244604
2023,"Marinaccio, Ron",676760,Yankees,NYY,R,81.4,100,896,5.530864198,0.111607143,ST,Sweeper,36,-39.7,-3.7,-9,10.8,14.4,-3.6,-25,0.108695652,0.065217391
2023,"Kauffmann, Karl",666154,Rockies,COL,R,83.8,98,582,3.592592593,0.16838488,SL,Slider,36,-37.9,-1.9,-5,4,6.2,-2.1,-35,0.257763975,0.273291925
2023,"Romero, JoJo",668941,Cardinals,STL,L,84.3,125,548,3.382716049,0.22810219,SL,Slider,35.9,-36.9,-0.9,-3,10,6.4,3.6,55,0.378881988,0.841614907
2023,"Ragans, Cole",666142,Royals,KC,L,86.8,165,1586,9.790123457,0.104035309,SL,Slider,35.9,-34.5,1.4,4,2,4.4,-2.4,-55,0.689440994,0.239130435
2023,"Turnbull, Spencer",605513,Tigers,DET,R,87.5,60,555,3.425925926,0.108108108,CH,Changeup,35.8,-31.4,4.3,14,18.6,-14.7,3.9,27,0.924460432,0.989208633
2023,"Ohtani, Shohei",660271,Angels,LAA,R,83.6,737,2094,12.92592593,0.351957975,ST,Sweeper,35.8,-37.9,-2.2,-6,15.9,13.6,2.3,17,0.195652174,0.847826087
2023,"Winn, Keaton",676775,Giants,SF,R,88.7,329,594,3.666666667,0.553872054,FS,Splitter,35.8,-31.8,4.1,13,13,-11.9,1.1,9,1,0.804347826
2023,"Martinez, Seth",661527,Astros,HOU,R,79.3,205,764,4.716049383,0.268324607,ST,Sweeper,35.8,-39.2,-3.4,-9,12.9,14.5,-1.5,-11,0.119565217,0.326086957
2023,"Fujinami, Shintaro",660261,Orioles,BAL,R,84.3,86,1404,8.666666667,0.061253561,ST,Sweeper,35.8,-37.5,-1.6,-4,10.9,13.4,-2.4,-18,0.293478261,0.152173913
2023,"Rom, Drew",680723,Cardinals,STL,L,83.6,53,671,4.141975309,0.078986587,FS,Splitter,35.8,-36.4,-0.6,-2,6.5,-10.9,-4.4,-40,0.456521739,0.086956522
2023,"Strider, Spencer",675911,Braves,ATL,R,85.6,1039,3100,19.13580247,0.33516129,SL,Slider,35.8,-35.6,0.2,1,5.6,4.7,0.9,19,0.549689441,0.642857143
2023,"Hader, Josh",623352,Padres,SD,L,85.7,242,1042,6.432098765,0.232245681,SL,Slider,35.8,-35.6,0.2,0,2,5.2,-3.1,-61,0.549689441,0.177018634
2023,"Wicks, Jordan",696136,Cubs,CHC,L,81.3,173,583,3.598765432,0.296740995,CH,Changeup,35.7,-34.2,1.5,4,11.6,-13.6,-2,-15,0.708633094,0.161870504
2023,"Bido, Osvaldo",674370,Pirates,PIT,R,84.5,332,940,5.802469136,0.353191489,SL,Slider,35.7,-37.2,-1.5,-4,7.6,5.6,2,35,0.304347826,0.742236025
2023,"Pearson, Nate",663878,Blue Jays,TOR,R,87.4,176,737,4.549382716,0.23880597,SL,Slider,35.7,-33.6,2.1,6,7.1,4.4,2.7,61,0.767080745,0.804347826
2023,"Rasmussen, Drew",656876,Rays,TB,R,88.2,242,674,4.160493827,0.359050445,FC,Cutter,35.7,-28,-7.7,-28,3.2,2.9,0.2,8,0.00617284,0.518518519
2023,"Young, Alex",622065,Reds,CIN,L,85.7,314,877,5.413580247,0.358038769,CH,Changeup,35.6,-30.7,4.9,16,12,-14.2,-2.2,-15,0.95323741,0.136690647
2023,"Strahm, Matt",621381,Phillies,PHI,L,83.1,342,1366,8.432098765,0.250366032,SL,Slider,35.6,-38.7,-3.1,-8,9.5,7.2,2.3,31,0.152173913,0.776397516
2023,"Liberatore, Matthew",669461,Cardinals,STL,L,86.7,131,1059,6.537037037,0.123701605,SL,Slider,35.6,-34.6,1,3,3.9,4.5,-0.6,-13,0.649068323,0.459627329
2023,"Chargois, JT",608638,Marlins,MIA,R,86.3,292,703,4.339506173,0.415362731,SL,Slider,35.6,-35,0.6,2,3.6,4.9,-1.3,-27,0.602484472,0.341614907
2023,"Sheehan, Emmet",686218,Dodgers,LAD,R,82.9,177,1031,6.364197531,0.171677983,CH,Changeup,35.5,-35.3,0.2,1,16.9,-14,2.9,21,0.525179856,0.928057554
2023,"Olson, Reese",681857,Tigers,DET,R,87.8,260,1743,10.75925926,0.149168101,CH,Changeup,35.5,-30.2,5.3,18,13.4,-14.7,-1.3,-9,0.967625899,0.230215827
2023,"Ashcraft, Graham",668933,Reds,CIN,R,88.3,867,2324,14.34567901,0.373063683,SL,Slider,35.5,-32.9,2.5,8,13.2,4,9.3,233,0.798136646,1
2023,"Okert, Steven",595345,Marlins,MIA,L,81.9,625,1019,6.290123457,0.613346418,SL,Slider,35.5,-40,-4.5,-11,10.2,8.3,1.9,23,0.062111801,0.732919255
2023,"Kauffmann, Karl",666154,Rockies,COL,R,85,117,582,3.592592593,0.201030928,CH,Changeup,35.5,-32.4,3.1,10,10,-14.2,-4.3,-30,0.856115108,0.043165468
2023,"Cano, Yennier",666974,Orioles,BAL,R,87.5,139,1017,6.277777778,0.1366765,SL,Slider,35.5,-33.8,1.6,5,6.2,4.1,2.1,52,0.714285714,0.763975155
2023,"Avila, Pedro",658648,Padres,SD,R,83.8,229,895,5.524691358,0.255865922,CH,Changeup,35.5,-33.5,2,6,2.7,-14,-11.2,-80,0.76618705,0.003597122
2023,"Sears, JP",676664,Athletics,OAK,L,84.1,434,2867,17.69753086,0.151377747,CH,Changeup,35.4,-36.9,-1.5,-4,16.7,-15.6,1.2,7,0.305755396,0.669064748
2023,"Duarte, Daniel",650960,Reds,CIN,R,83.5,104,572,3.530864198,0.181818182,SL,Slider,35.4,-38.2,-2.8,-7,14.5,6.7,7.8,116,0.167701863,0.97826087
2023,"Almonte, Yency",622075,Dodgers,LAD,R,83.1,401,800,4.938271605,0.50125,ST,Sweeper,35.4,-38.8,-3.4,-9,13.2,13.9,-0.7,-5,0.119565217,0.423913043
2023,"Bradish, Kyle",680694,Orioles,BAL,R,88.1,824,2639,16.29012346,0.312239485,SL,Slider,35.4,-32.9,2.5,8,12.5,4.1,8.4,204,0.798136646,0.99068323
2023,"Burnes, Corbin",669203,Brewers,MIL,R,86.1,261,3079,19.00617284,0.084767782,SL,Slider,35.4,-35.2,0.1,0,12.4,4.9,7.5,152,0.534161491,0.968944099
2023,"Headrick, Brent",687396,Twins,MIN,L,82,28,494,3.049382716,0.056680162,CH,Changeup,35.4,-33.1,2.3,7,12.3,-13.5,-1.3,-9,0.784172662,0.230215827
2023,"Phillips, Evan",623465,Dodgers,LAD,R,85.4,416,915,5.648148148,0.454644809,ST,Sweeper,35.3,-36.8,-1.5,-4,14.7,12.8,1.9,15,0.315217391,0.826086957
2023,"Gibaut, Ian",664139,Reds,CIN,R,84.2,252,1214,7.49382716,0.207578254,ST,Sweeper,35.3,-37.5,-2.2,-6,14.5,13.3,1.2,9,0.195652174,0.72826087
2023,"Crawford, Kutter",676710,Red Sox,BOS,R,82.8,130,2099,12.95679012,0.061934254,SL,Slider,35.3,-39.1,-3.8,-10,6.4,7.2,-0.8,-11,0.099378882,0.419254658
2023,"Scholtens, Jesse",669947,White Sox,CWS,R,85.4,529,1447,8.932098765,0.365583967,SL,Slider,35.3,-35.9,-0.6,-2,5.7,4.8,0.9,18,0.437888199,0.642857143
2023,"Stanek, Ryne",592773,Astros,HOU,R,88.6,152,864,5.333333333,0.175925926,SL,Slider,35.3,-32.5,2.8,9,2.6,4,-1.5,-36,0.826086957,0.313664596
2023,"Ramirez, Yohan",670990,White Sox,CWS,R,82.8,186,714,4.407407407,0.260504202,ST,Sweeper,35.2,-37.3,-2.1,-6,15.3,13.4,1.9,14,0.217391304,0.826086957
2023,"Davies, Zach",605200,D-backs,AZ,R,80.7,371,1498,9.24691358,0.247663551,CH,Changeup,35.2,-36.1,-0.9,-3,14.7,-13.7,1,8,0.374100719,0.625899281
2023,"Voth, Austin",608723,Orioles,BAL,R,82.9,106,663,4.092592593,0.159879336,ST,Sweeper,35.1,-39,-3.9,-10,13.3,14.1,-0.8,-5,0.097826087,0.413043478
2023,"Gray, Jon",592351,Rangers,TEX,R,83.3,151,2393,14.77160494,0.06310071,ST,Sweeper,35.1,-38.5,-3.4,-9,11.6,13.9,-2.3,-17,0.119565217,0.163043478
2023,"Graterol, Brusdar",660813,Dodgers,LAD,R,88.7,226,929,5.734567901,0.243272336,SL,Slider,35.1,-32.5,2.6,8,5,3.8,1.2,32,0.810559006,0.680124224
2023,"Davidson, Tucker",656353,Royals,KC,L,82.6,63,847,5.228395062,0.074380165,FS,Splitter,35,-35.8,-0.8,-2,7.4,-9.6,-2.1,-22,0.391304348,0.239130435
2023,"Gaddis, Hunter",683769,Guardians,CLE,R,85.3,217,686,4.234567901,0.316326531,SL,Slider,35,-36.2,-1.2,-3,6.4,4.9,1.5,31,0.341614907,0.708074534
2023,"Bummer, Aaron",607481,White Sox,CWS,L,87.2,115,1099,6.783950617,0.104640582,FC,Cutter,35,-28.7,-6.3,-22,3,2.3,0.7,30,0.024691358,0.62345679
2023,"Englert, Mason",669438,Tigers,DET,R,84.3,348,958,5.913580247,0.363256785,SL,Slider,35,-37.4,-2.4,-6,0.2,6.2,-6.4,-104,0.208074534,0.01242236
2023,"Suárez, Ranger",624133,Phillies,PHI,L,82.9,372,2023,12.48765432,0.183885319,CH,Changeup,34.9,-33.5,1.4,4,13.7,-13.8,-0.2,-1,0.701438849,0.410071942
